Unnamed: 0,题目分类,题型,题干,选项,答案
514,专业题库,02多选题,依据变电安规，汽车起重机行驶时，以下做法正确的是（    ）。,A-应将臂杆放在支架上|B-吊钩挂在挂钩上并将钢丝绳收紧|C-禁止上车操作室坐人|D-吊钩挂在挂钩上并将钢丝绳放松,ABC
515,专业题库,02多选题,依据变电安规，在进行高处作业时，下列说法正确有（    ）。,A-除有关人员外，不准他人在工作地点的下面通行或逗留|B-工作地点下面应有围栏或装设其他保护装置，防止落物伤人|C-如在格栅式的平台上工作，为了防止工具和器材掉落，应采取有效隔离措施，如铺设模板等|D-较大的工具可平放在构架上,ABC
516,专业题库,02多选题,依据变电安规，阀体工作使用升降车上下时，以下做法正确的是（    ）。,A-升降车应可靠接地|B-在升降车上应正确使用安全带|C-进入阀体前，应取下安全帽和安全带上的保险钩，防止金属打击造成元件、光缆的损坏|D-进入阀体前，应注意防止高处坠落,ABCD
517,专业题库,02多选题,依据变电安规，高处作业均应先（    ），方可进行。,A-搭设脚手架|B-使用高空作业车|C-使用升降平台|D-采取其他防止坠落措施,ABCD
518,专业题库,02多选题,依据变电安规，高处作业区周围的孔洞、沟道等应设（    ）并有固定其位置的措施。,A-盖板|B-安全网|C-围栏|D-专人看守,ABC
519,专业题库,02多选题,依据变电安规，安全带禁止系挂在（    ）物件上。,A-隔离开关（刀闸）支持绝缘子|B-普通脚钉|C-线路支柱绝缘子|D-牢固的钢结构,ABC
520,专业题库,02多选题,依据《安全设施标准》，安全标志牌应定期检查，如发现有（    ）等不符合要求的标志牌，应及时修整或更换。,A-破损|B-变形|C-褪色|D-掉落,ABC
521,专业题库,02多选题,《安全设施标准》规定，安全设施是生产经营活动中将危险因素、有害因素控制在安全范围内以及预防、减少、消除危害所设置的（    ）等的统称。,A-安全标志|B-设备标志|C-安全警示线|D-安全防护设施,ABCD
522,专业题库,02多选题,依据《安全设施标准》，高处作业的地点，应至少设置“当心坠落”“禁止抛物”和“必须系安全带”（  ），下方应装设（  ）标志牌。,A-标志牌|B-警示牌|C-“当心落物”|D-“小心坠落”,AC
523,专业题库,02多选题,《安全设施标准》规定，安全防护设施应确保完好，按要求定期（    ）。,A-检查|B-保养|C-维护|D-试验,ABCD
524,专业题库,02多选题,根据两票三制规定，关于总、分工作票下列说法正确的是（    ）。,A-总工作票上所列的安全措施应包括所有分工作票上所列的安全措施|B-总、分工作票在格式上与第一种工作票一致|C-分工作票的许可和终结，由分工作票负责人与总工作票负责人办理|D-几个班同时进行工作时，总工作票的工作班成员栏内，需填写全部工作班成员性名,ABC
525,专业题库,02多选题,根据两票三制规定，在原工作票的停电及安全措施范围内增加工作任务时，应由（    ）同意后，（    ），此时允许手工填写。,A-由工作负责人征得工作班成员同意|B-由工作负责人征得工作票签发人和工作许可人同意|C-在工作票上增填工作项目|D-在工作票上增填安全措施,BC
526,专业题库,02多选题,根据两票三制规定，工作票由（    ）填写。,A-工作票签发人|B-工作负责人|C-工作许可人|D-专责监护人,AB
527,专业题库,02多选题,按照“谁管理、谁负责”的原则，各单位应结合平台应用，明确各专业计划管理人员，健全计划（    ）、（    ）和（    ）工作机制，严格计划编审、发布与执行的全过程管控。,A-编制|B-审批|C-发布|D-执行,ABC
528,专业题库,02多选题,作业风险辨识及评估定级前，应通过作业任务分析、现场勘察等方式全面了解掌握作业现场条件、环境及作业可能存在的危险点，一般应由（    ）或（    ）组织。,A-工作票签发人|B-工作负责人|C-工作许可人|D-安全员,AB
529,专业题库,02多选题,严格外包作业管理，严格执行外包作业（    ）、（    ）、（    ）制度，监督外包作业安全、技术、组织措施的落实，保障外包作业现场施工的安全和质量。,A-双勘察|B-双交底|C-双签发|D-双准入,ABC
530,专业题库,02多选题,现场勘察时，应重点开展以下哪些工作（    ）。,A-仔细核对检修设备台账|B-核查设备运行状况及存在缺陷|C-分析现场作业风险及预控措施|D-对作业风险分级的准确性进行复核,ABCD
531,专业题库,02多选题,依据严重违章释义，存在（    ），冒险组织作业；存在重大事故隐患被要求（    ）、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而未执行的，属于Ⅰ类严重违章。,A-重大事故隐患而不排除|B-约时停、送电|C-停止施工|D-重新布置安全措施,AC
532,专业题库,02多选题,依据严重违章释义，施工总承包单位或专业承包单位未派驻（    ）等主要管理人员；合同约定由承包单位负责采购的主要建筑材料、构配件及工程设备或租赁的施工机械设备，由其他单位或个人采购、租赁。属于II类严重管理违章。,A-项目负责人|B-技术负责人|C-质量管理负责人|D-安全管理负责人,ABCD
533,专业题库,02多选题,依据严重违章释义，在带电设备周围使用（    ）等禁止使用的工器具属II类严重违章。,A-钢卷尺|B-金属梯|C-线尺（夹有金属丝者）|D-金属脚手架,ABCD
534,专业题库,02多选题,依据严重违章释义，擅自（    ）或遗撒危险化学品属于Ⅲ类严重违章。,A-倾倒|B-堆放|C-丢弃|D-买卖,ABC
535,专业题库,02多选题,国家电网公司生产现场作业“十不干”禁令规定，工作班成员工作前要认真听取工作负责人、专责监护人交代，熟悉（    ）、（    ），掌握（    ），明确工作中的（    ），履行确认手续后方可开始工作。,A-工作内容|B-工作流程|C-安全措施|D-危险点|E-人员分工|F-防护措施,ABCD
536,专业题库,02多选题,国家电网公司生产现场作业“十不干”禁令规定，擅自（    ）、（    ），将使作业人员脱离原有安全措施保护范围，极易引发人身触电等安全事故。,A-扩大工作范围|B-变更作业人员|C-增加或变更工作任务|D-改变工作时间,AC
537,专业题库,02多选题,国家电网公司生产现场作业“十不干”禁令规定，（    ）、（    ）、（    ）等工作环境比较复杂，同时又是一个相对密闭的空间，容易聚集易燃易爆及有毒气体。,A-高压室|B-电缆井|C-电缆隧道|D-深度超过2m的基坑、沟（槽）内,BCD
538,专业题库,02多选题,国家电网公司生产现场作业“十不干”禁令规定，作业过程中（    ）、（    ）应始终在工作现场认真监护。,A-工作票签发人|B-工作负责人|C-专责监护人|D-工作许可人,BC
539,专业题库,02多选题,地市（县）公司级单位、二级机构按照“谁管理、谁公示”原则，以审定的（    ）为依据，每周日前对本层级管理的下周所有作业风险进行全面公示。,A-作业计划|B-风险等级|C-管控措施|D-作业人员,ABC
540,专业题库,02多选题,各单位、专业部门、班组应充分利用工作例会、班前会等，逐级组织交待（    ）和管控措施，从上至下将“四清楚”任务传达到岗、到人。,A-工作任务|B-作业风险|C-工作地点|D-注意事项,AB
541,专业题库,02多选题,国家电网有限公司作业安全风险管控工作规定，作业开始前工作负责人应核实作业必需的（    ），确保合格有效。,A-工器具|B-个人安全防护用品|C-三措一案|D-工作票,AB
542,专业题库,02多选题,国家电网有限公司作业安全风险管控工作规定，作业开始前工作负责人应核实作业人员是否具备（    ）、特种作业人员是否（    ）、特种设备是否（    ）。,A-安全准入资格|B-持证上岗|C-检测合格|D-标准规范,ABC
543,专业题库,02多选题,各级安监部门应将作业风险管控工作纳入日常督查工作内容，将（    ）等情形纳入违章行为进行严肃通报处罚。,A-无计划作业|B-随意变更作业计划|C-风险评估定级不严格|D-管控措施不落实,ABCD
544,专业题库,02多选题,针对施工现场作业已识别出的风险因素和风险评价的结果，制定和实施（    ）风险的有效措施。,A-消除|B-降低|C-控制|D-跟踪,ABC
545,专业题库,02多选题,对于建设单位直接委托的变电站消防工程作业、图像监控等，涉及专业承包商独立完成的，由专业承包商将施工（    ）报监理项目部备案。,A-作业票签发人|B-班组负责人|C-安全监护人|D-工作班成员,ABC
546,专业题库,02多选题,国家电网有限公司作业安全风险管控工作规定的作业安全风险，是在生产施工作业过程中，由于生产组织安排、人员作业行为、施工工艺方法、设备环境状态等因素，可能导致发生人身、电网、设备等安全事故（事件）的可能性与严重性的组合。其中作业人身风险涉及（    ）、中毒窒息等。,A-触电伤害|B-高处坠落|C-物体打击|D-机械伤害,ABCD
547,专业题库,02多选题,三级风险作业，相关地市供电公司级单位或建设管理单位专业管理部门人员、县供电公司级单位、（    ）负责人或（    ）人员应到岗到位。,A-二级机构|B-监理项目部|C-专业管理部门|D-业主项目部,AC
548,专业题库,02多选题,二级及以上风险作业，相关地市供电公司级单位或建设管理单位（    ）及以上领导、（    ）负责人或省电力公司级单位专业管理部门人员应到岗到位。,A-副总师|B-二级机构|C-分管领导|D-专业管理部门,AD
549,通用题库,03判断题,习近平总书记在2015年5月31日中共中央政治局第二十三次集体学习时强调，要切实增强抵御和应对自然灾害能力，坚持以防为主、防抗救相结合的方针，坚持常态减灾和非常态救灾相统一，全面提高全社会抵御自然灾害的综合防范能力。,A-正确|B-错误,A
